order_id,item_id,product_id,quantity,list_price_x,discount,Extract_time_x,Source_x,exchange_rate,list_price_egp,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,Extract_time_y,Source_y,late_delivery,latency days,weekend,product_name,brand_id,category_id,model_year,list_price_y,Extract_time,Source
1,5,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,259,4,2016-01-01 00:00:00.000000000,2016-01-03,2016-01-03,1,2,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
1,5,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,259,4,2016-01-01 00:00:00.000000000,2016-01-03,2016-01-03,1,2,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
1,5,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,259,4,2016-01-01 00:00:00.000000000,2016-01-03,2016-01-03,1,2,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
1,5,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,259,4,2016-01-01 00:00:00.000000000,2016-01-03,2016-01-03,1,2,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
12,1,4,2,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,91,4,2017-03-30 01:58:30.224438784,2016-01-06,2016-01-06,1,2,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
12,1,4,2,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,91,4,2017-03-30 01:58:30.224438784,2016-01-06,2016-01-06,1,2,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
12,1,4,2,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,91,4,2017-03-30 01:58:30.224438784,2016-01-06,2016-01-06,1,2,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
12,1,4,2,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,91,4,2017-03-30 01:58:30.224438784,2016-01-06,2016-01-06,1,2,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
23,1,4,2,2899.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1149,4,2016-01-16 00:00:00.000000000,2016-01-19,2016-01-19,1,2,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
23,1,4,2,2899.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1149,4,2016-01-16 00:00:00.000000000,2016-01-19,2016-01-19,1,2,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
23,1,4,2,2899.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1149,4,2016-01-16 00:00:00.000000000,2016-01-19,2016-01-19,1,2,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
23,1,4,2,2899.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1149,4,2016-01-16 00:00:00.000000000,2016-01-19,2016-01-19,1,2,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
30,4,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1348,4,2016-01-20 00:00:00.000000000,2016-01-21,2016-01-21,2,6,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
30,4,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1348,4,2016-01-20 00:00:00.000000000,2016-01-21,2016-01-21,2,6,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
30,4,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1348,4,2016-01-20 00:00:00.000000000,2016-01-21,2016-01-21,2,6,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
30,4,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1348,4,2016-01-20 00:00:00.000000000,2016-01-21,2016-01-21,2,6,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
45,1,4,2,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1220,4,2016-01-28 00:00:00.000000000,2016-01-31,2016-01-31,2,7,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
45,1,4,2,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1220,4,2016-01-28 00:00:00.000000000,2016-01-31,2016-01-31,2,7,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
45,1,4,2,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1220,4,2016-01-28 00:00:00.000000000,2016-01-31,2016-01-31,2,7,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
45,1,4,2,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1220,4,2016-01-28 00:00:00.000000000,2016-01-31,2016-01-31,2,7,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
48,2,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1012,4,2016-01-30 00:00:00.000000000,2016-02-01,2016-02-02,2,7,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
48,2,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1012,4,2016-01-30 00:00:00.000000000,2016-02-01,2016-02-02,2,7,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
48,2,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1012,4,2016-01-30 00:00:00.000000000,2016-02-01,2016-02-02,2,7,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
48,2,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1012,4,2016-01-30 00:00:00.000000000,2016-02-01,2016-02-02,2,7,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
60,2,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,151,4,2016-02-06 00:00:00.000000000,2016-02-08,2016-02-07,1,3,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
